temperature,feels_like,humidity,wind_speed,weather_condition,season,age_range,style_preference,temperature_sensitivity,formality_preference,item_name,category,min_temp,max_temp,warmth_level,formality_level,item_style,is_recommended
36.4,32.8,78,8.7,clear,summer,25-35,business,warm,informal,Blazer,outerwear,15,28,3,9,business,0
-10.3,-11.0,43,3.8,clear,winter,45+,sporty,very_cold,formal,Tank Top,upper,25,45,1,2,casual,0
19.1,16.7,54,14.7,clear,spring,18-25,sporty,normal,informal,Sunglasses,accessories,15,45,0,5,casual,1
28.9,26.5,59,12.1,clear,summer,18-25,sporty,normal,informal,Long Sleeve Shirt,upper,0,20,4,7,business,0
8.1,4.4,39,4.9,clear,spring,25-35,sporty,cold,formal,Sandals,footwear,22,45,1,2,casual,0
29.5,27.7,35,10.1,clear,spring,25-35,business,normal,formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
7.2,4.8,63,5.0,rain,autumn,45+,casual,very_cold,informal,Swim Shorts,lower,28,45,1,1,sporty,0
-11.7,-14.9,70,7.3,clouds,winter,18-25,sporty,very_cold,informal,Heavy Parka,outerwear,-30,0,10,4,casual,1
-16.8,-16.2,42,2.9,clouds,winter,45+,business,very_cold,semi_formal,Fleece Jacket,outerwear,0,15,6,4,sporty,0
15.8,11.2,90,14.3,clouds,spring,45+,casual,normal,semi_formal,Thermal Underwear,upper,-30,0,9,2,sporty,0
17.8,17.6,43,4.5,rain,spring,18-25,sporty,very_warm,informal,Umbrella,accessories,-10,35,0,5,casual,1
20.8,19.3,33,9.1,clouds,summer,35-45,business,normal,informal,Shorts,lower,20,40,1,3,casual,0
17.6,17.2,59,5.7,clear,summer,25-35,business,normal,formal,Gloves,accessories,-30,5,8,5,casual,0
7.1,5.7,82,3.9,snow,spring,25-35,sporty,very_warm,semi_formal,T-Shirt,upper,18,35,1,3,casual,0
13.3,10.5,62,5.2,drizzle,autumn,25-35,sporty,normal,informal,Umbrella,accessories,-10,35,0,5,casual,1
19.0,18.3,84,14.3,clear,summer,45+,elegant,normal,formal,Sneakers,footwear,5,35,3,4,casual,1
22.7,19.7,48,7.3,rain,summer,45+,casual,very_cold,semi_formal,Suit,upper,15,28,3,10,business,0
-14.0,-16.2,94,10.6,clear,winter,25-35,sporty,very_cold,informal,Scarf,accessories,-30,10,7,6,elegant,0
0.9,-2.1,92,14.3,clouds,spring,25-35,elegant,very_cold,formal,Winter Hat,accessories,-30,5,8,4,casual,1
24.8,24.1,53,2.6,clear,summer,45+,casual,very_cold,semi_formal,Oxford Shoes,footwear,5,35,2,10,business,1
0.2,-2.7,55,12.0,clear,autumn,18-25,sporty,normal,informal,Polo Shirt,upper,15,28,2,6,casual,0
19.2,16.5,63,10.5,clouds,summer,45+,casual,very_cold,formal,Baseball Cap,accessories,15,40,0,3,sporty,0
12.8,10.5,93,1.5,clouds,summer,45+,casual,very_cold,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,1
13.1,9.7,44,4.2,clear,summer,45+,casual,very_warm,informal,Waterproof Boots,footwear,0,20,5,5,casual,1
14.8,16.2,52,6.2,snow,autumn,45+,casual,very_cold,informal,Heavy Parka,outerwear,-30,0,10,4,casual,1
-4.9,-7.6,57,3.1,clouds,winter,18-25,elegant,cold,semi_formal,Heavy Sweater,upper,-10,10,7,5,casual,1
1.0,-1.0,49,11.9,clear,autumn,18-25,casual,very_cold,formal,Wool Coat,outerwear,-15,5,8,8,business,1
0.2,-1.1,84,8.6,clear,winter,18-25,sporty,normal,informal,Gloves,accessories,-30,5,8,5,casual,1
-3.7,-2.4,75,8.4,clear,winter,35-45,elegant,normal,informal,Heavy Sweater,upper,-10,10,7,5,casual,1
23.4,20.2,38,12.6,rain,summer,18-25,elegant,warm,semi_formal,Chinos,lower,10,28,3,7,business,1
4.9,7.1,33,3.0,clouds,winter,25-35,business,warm,informal,Winter Boots,footwear,-30,5,9,5,casual,1
-1.8,-5.3,43,13.7,rain,spring,35-45,business,warm,informal,Umbrella,accessories,-10,35,0,5,casual,1
-13.0,-13.0,76,13.7,rain,spring,25-35,elegant,very_cold,formal,Umbrella,accessories,-10,35,0,5,casual,0
-0.3,-0.6,60,4.3,clouds,winter,18-25,casual,normal,formal,Winter Jacket,outerwear,-5,10,7,5,casual,1
13.8,9.5,34,12.6,drizzle,autumn,18-25,sporty,very_cold,informal,Waterproof Boots,footwear,0,20,5,5,casual,0
35.0,33.4,53,8.3,clouds,summer,45+,sporty,very_warm,informal,Fleece Jacket,outerwear,0,15,6,4,sporty,0
23.2,21.9,65,2.8,clear,summer,18-25,sporty,very_warm,informal,Baseball Cap,accessories,15,40,0,3,sporty,1
2.0,-0.3,83,13.0,snow,winter,18-25,elegant,warm,semi_formal,Winter Hat,accessories,-30,5,8,4,casual,1
-17.9,-19.3,36,13.1,clear,winter,45+,sporty,very_cold,informal,Long Sleeve Shirt,upper,0,20,4,7,business,0
30.7,28.0,69,4.4,clouds,summer,35-45,casual,very_cold,informal,Long Sleeve Shirt,upper,0,20,4,7,business,0
14.5,12.0,78,10.0,clear,spring,45+,sporty,very_cold,formal,Sunglasses,accessories,15,45,0,5,casual,0
21.2,18.4,53,14.4,rain,spring,45+,business,cold,semi_formal,Heavy Sweater,upper,-10,10,7,5,casual,0
0.3,0.2,46,2.2,snow,winter,45+,elegant,normal,formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
7.9,9.0,53,3.3,clear,autumn,35-45,sporty,cold,formal,Umbrella,accessories,-10,35,0,5,casual,0
11.2,10.8,82,11.6,clouds,autumn,25-35,elegant,very_warm,informal,Linen Shirt,upper,22,38,1,7,business,0
-5.2,-6.8,79,13.5,snow,autumn,18-25,business,cold,semi_formal,Winter Hat,accessories,-30,5,8,4,casual,1
16.1,12.0,86,14.9,clouds,autumn,45+,casual,normal,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,0
-11.1,-15.1,81,13.3,clouds,winter,45+,business,very_cold,semi_formal,Sandals,footwear,22,45,1,2,casual,0
8.9,10.5,62,6.7,clear,autumn,45+,casual,very_cold,semi_formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
-10.3,-9.5,44,0.3,snow,winter,18-25,business,very_warm,semi_formal,Thermal Underwear,upper,-30,0,9,2,sporty,0
-2.4,-0.3,68,3.7,clouds,winter,35-45,elegant,very_cold,informal,Cardigan,upper,5,18,5,6,casual,0
6.4,7.1,47,1.8,clear,winter,18-25,sporty,cold,semi_formal,Heavy Sweater,upper,-10,10,7,5,casual,1
27.1,25.9,94,5.1,clouds,autumn,45+,casual,warm,formal,Blazer,outerwear,15,28,3,9,business,1
28.4,24.9,34,4.2,clouds,summer,35-45,elegant,cold,informal,Hoodie,upper,8,20,5,3,sporty,0
4.3,0.3,50,12.0,clear,autumn,25-35,sporty,very_warm,informal,Light Jacket,outerwear,10,20,4,6,casual,0
-16.0,-19.7,78,5.3,snow,winter,45+,casual,very_warm,informal,Denim Jacket,outerwear,12,22,3,5,casual,0
-4.1,-4.8,44,12.5,snow,winter,35-45,sporty,cold,semi_formal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
-17.9,-18.8,71,5.1,clouds,winter,45+,business,warm,formal,Denim Jacket,outerwear,12,22,3,5,casual,0
20.1,15.4,90,13.2,clear,spring,45+,business,cold,semi_formal,Wool Coat,outerwear,-15,5,8,8,business,1
29.2,27.9,68,12.4,clear,summer,18-25,elegant,normal,formal,Oxford Shoes,footwear,5,35,2,10,business,1
0.1,-3.9,43,13.4,clouds,autumn,18-25,casual,very_warm,informal,Long Sleeve Shirt,upper,0,20,4,7,business,1
25.1,24.3,94,9.1,clouds,spring,25-35,business,normal,formal,Linen Shirt,upper,22,38,1,7,business,1
17.7,20.1,72,1.6,clouds,spring,45+,casual,normal,semi_formal,Denim Jacket,outerwear,12,22,3,5,casual,1
1.1,-1.4,32,1.9,snow,autumn,45+,business,very_cold,semi_formal,T-Shirt,upper,18,35,1,3,casual,0
18.8,20.0,81,5.4,clouds,autumn,45+,elegant,very_cold,informal,T-Shirt,upper,18,35,1,3,casual,1
3.7,1.2,92,0.8,snow,winter,45+,casual,very_cold,semi_formal,Sneakers,footwear,5,35,3,4,casual,0
7.8,7.9,79,6.4,clear,autumn,35-45,business,very_cold,formal,Linen Shirt,upper,22,38,1,7,business,0
6.6,6.5,91,1.6,rain,autumn,45+,business,very_cold,semi_formal,Waterproof Boots,footwear,0,20,5,5,casual,1
39.7,35.2,52,7.8,clouds,summer,45+,casual,normal,semi_formal,Denim Jacket,outerwear,12,22,3,5,casual,1
15.3,14.6,48,11.0,clouds,winter,18-25,elegant,very_warm,formal,Gloves,accessories,-30,5,8,5,casual,0
-5.2,-6.0,41,12.2,clear,winter,25-35,elegant,very_cold,formal,Heavy Parka,outerwear,-30,0,10,4,casual,1
15.6,12.4,88,3.1,clear,autumn,18-25,elegant,warm,semi_formal,Light Jacket,outerwear,10,20,4,6,casual,1
13.0,10.7,60,8.3,clouds,spring,18-25,casual,normal,formal,Heavy Parka,outerwear,-30,0,10,4,casual,0
18.5,20.2,42,3.0,clear,spring,45+,casual,very_cold,formal,Sneakers,footwear,5,35,3,4,casual,1
6.9,5.7,35,13.7,drizzle,autumn,35-45,business,normal,informal,Gloves,accessories,-30,5,8,5,casual,0
7.5,4.1,90,7.6,clear,winter,35-45,business,normal,formal,Thermal Underwear,upper,-30,0,9,2,sporty,0
21.3,23.8,58,1.5,clear,summer,18-25,elegant,warm,semi_formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
7.7,9.6,72,0.4,clear,autumn,45+,business,warm,formal,Oxford Shoes,footwear,5,35,2,10,business,1
10.1,6.7,33,8.2,clouds,winter,45+,sporty,very_warm,informal,Wool Coat,outerwear,-15,5,8,8,business,0
5.2,5.4,80,7.4,clouds,winter,18-25,business,cold,semi_formal,Tank Top,upper,25,45,1,2,casual,0
25.5,25.2,80,6.6,clear,summer,18-25,casual,very_warm,informal,Raincoat,outerwear,5,25,3,4,casual,0
17.1,13.5,70,6.5,clouds,autumn,25-35,business,cold,semi_formal,Blazer,outerwear,15,28,3,9,business,1
-0.3,-0.6,60,4.3,clouds,winter,18-25,casual,normal,formal,Denim Jacket,outerwear,12,22,3,5,casual,0
12.9,9.7,34,2.8,clouds,autumn,18-25,sporty,very_cold,informal,Sunglasses,accessories,15,45,0,5,casual,0
18.4,17.7,82,4.0,clouds,autumn,45+,casual,normal,semi_formal,Chinos,lower,10,28,3,7,business,1
10.3,8.1,83,7.2,clear,spring,35-45,business,normal,informal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
30.6,28.6,71,0.8,clear,summer,45+,elegant,warm,formal,Linen Shirt,upper,22,38,1,7,business,1
16.2,13.6,71,6.4,clear,autumn,18-25,business,very_warm,semi_formal,Raincoat,outerwear,5,25,3,4,casual,0
2.7,-1.8,90,8.8,clouds,autumn,35-45,casual,normal,informal,Winter Boots,footwear,-30,5,9,5,casual,1
-2.4,-6.5,91,8.4,clouds,spring,18-25,sporty,very_warm,informal,Heavy Parka,outerwear,-30,0,10,4,casual,1
3.4,-0.5,87,11.5,snow,winter,18-25,sporty,very_warm,semi_formal,Scarf,accessories,-30,10,7,6,elegant,1
-1.3,-6.7,71,12.4,clouds,spring,45+,elegant,very_cold,formal,Chinos,lower,10,28,3,7,business,0
5.7,1.8,63,9.8,rain,autumn,45+,casual,very_cold,informal,Winter Hat,accessories,-30,5,8,4,casual,1
-3.0,-4.5,63,4.1,clouds,winter,45+,casual,very_cold,informal,Scarf,accessories,-30,10,7,6,elegant,1
1.2,1.1,52,8.7,clouds,autumn,25-35,sporty,normal,informal,Cardigan,upper,5,18,5,6,casual,0
-3.0,-5.9,91,10.3,clear,autumn,45+,elegant,normal,semi_formal,Scarf,accessories,-30,10,7,6,elegant,1
11.3,5.8,55,14.6,clouds,spring,45+,casual,very_cold,semi_formal,Swim Shorts,lower,28,45,1,1,sporty,0
7.0,4.7,46,3.4,clear,autumn,45+,business,cold,semi_formal,Scarf,accessories,-30,10,7,6,elegant,1
15.6,14.1,70,12.1,clear,summer,35-45,elegant,normal,informal,Winter Jacket,outerwear,-5,10,7,5,casual,0
13.4,10.4,46,12.8,rain,spring,25-35,business,warm,informal,Light Jacket,outerwear,10,20,4,6,casual,1
12.6,8.2,54,7.9,clear,spring,25-35,business,normal,formal,Light Jacket,outerwear,10,20,4,6,casual,1
10.2,6.4,51,9.9,clouds,spring,45+,elegant,very_cold,formal,Winter Boots,footwear,-30,5,9,5,casual,0
-15.9,-18.2,65,0.5,snow,winter,35-45,business,cold,formal,Light Jacket,outerwear,10,20,4,6,casual,0
27.4,26.1,90,14.5,clear,summer,45+,elegant,very_cold,informal,Oxford Shoes,footwear,5,35,2,10,business,0
-6.3,-5.3,47,3.1,clear,autumn,18-25,sporty,very_cold,informal,Thermal Underwear,upper,-30,0,9,2,sporty,1
-24.3,-29.0,73,9.2,clear,winter,18-25,elegant,warm,semi_formal,Umbrella,accessories,-10,35,0,5,casual,0
18.8,18.7,67,2.9,clear,summer,45+,elegant,very_cold,semi_formal,Heavy Sweater,upper,-10,10,7,5,casual,0
16.0,11.4,45,14.6,clouds,summer,45+,casual,very_warm,informal,Blazer,outerwear,15,28,3,9,business,1
20.1,20.3,33,9.1,clear,summer,45+,casual,warm,informal,Sneakers,footwear,5,35,3,4,casual,1
19.2,20.7,62,3.5,clear,summer,18-25,sporty,very_warm,semi_formal,Suit,upper,15,28,3,10,business,0
25.0,22.6,39,5.4,clouds,summer,25-35,sporty,very_warm,semi_formal,Hoodie,upper,8,20,5,3,sporty,0
13.0,15.4,61,2.4,clouds,autumn,45+,sporty,very_warm,informal,Baseball Cap,accessories,15,40,0,3,sporty,1
1.9,3.5,89,2.8,rain,autumn,45+,sporty,very_warm,formal,Down Jacket,outerwear,-25,5,9,5,casual,0
39.9,39.4,51,7.0,clouds,summer,18-25,sporty,very_warm,informal,T-Shirt,upper,18,35,1,3,casual,1
28.4,25.7,94,2.9,clear,summer,45+,elegant,normal,semi_formal,Dress Pants,lower,10,30,3,9,business,1
31.1,31.2,90,5.8,clouds,summer,25-35,elegant,normal,semi_formal,Umbrella,accessories,-10,35,0,5,casual,0
9.8,6.6,42,13.9,clear,spring,45+,casual,warm,informal,Sneakers,footwear,5,35,3,4,casual,1
19.3,15.7,32,11.6,drizzle,autumn,25-35,elegant,very_warm,informal,Down Jacket,outerwear,-25,5,9,5,casual,0
26.0,23.6,89,6.0,clear,summer,35-45,business,very_cold,formal,Oxford Shoes,footwear,5,35,2,10,business,1
2.3,-1.5,55,7.3,rain,spring,45+,sporty,very_warm,formal,Chinos,lower,10,28,3,7,business,0
15.7,15.5,77,4.8,clouds,autumn,18-25,elegant,very_cold,informal,Suit,upper,15,28,3,10,business,0
3.7,2.4,52,9.2,clear,winter,25-35,casual,cold,semi_formal,Jeans,lower,-5,25,4,5,casual,1
18.9,19.8,42,0.8,clear,summer,35-45,business,cold,formal,Polo Shirt,upper,15,28,2,6,casual,0
11.9,10.9,94,14.4,clear,winter,35-45,business,warm,informal,Umbrella,accessories,-10,35,0,5,casual,1
6.0,7.3,59,6.7,rain,summer,35-45,elegant,normal,informal,Gloves,accessories,-30,5,8,5,casual,0
32.2,33.3,80,5.9,rain,summer,45+,elegant,very_cold,semi_formal,Umbrella,accessories,-10,35,0,5,casual,1
29.7,27.4,75,11.1,rain,summer,35-45,elegant,cold,informal,Umbrella,accessories,-10,35,0,5,casual,1
24.8,22.3,59,8.6,clear,summer,45+,elegant,very_cold,formal,Thermal Underwear,upper,-30,0,9,2,sporty,0
19.0,16.9,57,6.8,clear,summer,45+,casual,normal,semi_formal,Blazer,outerwear,15,28,3,9,business,1
22.0,19.8,73,3.7,clear,summer,18-25,elegant,warm,informal,Denim Jacket,outerwear,12,22,3,5,casual,1
9.8,5.5,32,11.1,clouds,spring,25-35,sporty,cold,formal,Cardigan,upper,5,18,5,6,casual,0
-16.8,-20.4,70,10.9,snow,winter,45+,business,very_cold,semi_formal,Thermal Underwear,upper,-30,0,9,2,sporty,1
-17.4,-23.0,50,15.0,clouds,winter,35-45,sporty,very_warm,formal,Heavy Sweater,upper,-10,10,7,5,casual,0
32.7,32.7,49,13.9,clear,summer,25-35,sporty,normal,formal,Suit,upper,15,28,3,10,business,1
11.9,6.9,67,13.4,rain,autumn,18-25,sporty,very_cold,informal,Swim Shorts,lower,28,45,1,1,sporty,0
16.0,18.6,85,0.7,clouds,winter,45+,casual,very_cold,informal,Long Sleeve Shirt,upper,0,20,4,7,business,1
20.3,18.2,45,13.3,clear,autumn,45+,casual,warm,informal,Summer Dress,upper,20,35,1,6,elegant,1
-1.0,-1.6,39,12.1,clouds,spring,25-35,casual,very_cold,formal,Jeans,lower,-5,25,4,5,casual,1
8.9,11.0,72,0.3,snow,spring,25-35,casual,warm,formal,Umbrella,accessories,-10,35,0,5,casual,1
12.6,8.3,84,10.8,clear,spring,35-45,business,normal,formal,Suit,upper,15,28,3,10,business,1
22.3,22.4,86,6.8,clear,summer,45+,elegant,normal,semi_formal,Linen Shirt,upper,22,38,1,7,business,1
19.3,18.3,31,5.9,clear,summer,18-25,sporty,very_cold,informal,Raincoat,outerwear,5,25,3,4,casual,0
21.0,20.6,83,2.4,clouds,summer,18-25,sporty,cold,semi_formal,Cardigan,upper,5,18,5,6,casual,0
-13.2,-15.5,47,2.2,snow,winter,18-25,elegant,very_cold,informal,Linen Shirt,upper,22,38,1,7,business,0
15.0,12.5,56,0.4,clouds,spring,18-25,business,very_warm,semi_formal,Summer Dress,upper,20,35,1,6,elegant,0
-0.7,-4.9,88,10.0,rain,spring,25-35,elegant,very_warm,informal,T-Shirt,upper,18,35,1,3,casual,0
14.7,12.9,84,12.9,clear,autumn,25-35,casual,very_cold,formal,Dress Pants,lower,10,30,3,9,business,1
-2.0,-2.0,43,4.4,clear,winter,18-25,elegant,very_cold,informal,Long Sleeve Shirt,upper,0,20,4,7,business,0
9.3,9.0,71,0.2,clear,autumn,18-25,sporty,normal,informal,T-Shirt,upper,18,35,1,3,casual,0
6.7,7.0,81,12.1,clear,autumn,35-45,business,normal,formal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
-3.0,-0.9,37,1.1,clear,winter,45+,casual,very_warm,informal,Winter Jacket,outerwear,-5,10,7,5,casual,1
16.1,14.7,59,7.3,clear,summer,35-45,casual,very_cold,informal,Oxford Shoes,footwear,5,35,2,10,business,1
9.0,9.4,71,5.0,clear,summer,35-45,sporty,cold,formal,Sunglasses,accessories,15,45,0,5,casual,0
7.3,4.2,74,11.2,clear,autumn,45+,elegant,normal,formal,Fleece Jacket,outerwear,0,15,6,4,sporty,1
19.3,17.0,41,10.1,clear,autumn,25-35,elegant,cold,semi_formal,Sneakers,footwear,5,35,3,4,casual,1
15.4,15.6,44,1.9,clouds,summer,18-25,casual,very_warm,informal,Hoodie,upper,8,20,5,3,sporty,1
14.7,16.6,38,0.9,rain,spring,25-35,business,cold,semi_formal,Tank Top,upper,25,45,1,2,casual,0
21.4,22.7,40,0.3,clear,summer,25-35,business,cold,semi_formal,Heavy Sweater,upper,-10,10,7,5,casual,0
0.4,-2.7,75,1.1,clouds,winter,45+,casual,warm,formal,Thermal Underwear,upper,-30,0,9,2,sporty,0
-12.0,-15.2,56,9.8,clouds,winter,25-35,elegant,warm,semi_formal,Suit,upper,15,28,3,10,business,0
33.5,32.4,64,10.4,clear,summer,18-25,sporty,very_warm,formal,Summer Dress,upper,20,35,1,6,elegant,1
15.8,14.1,85,2.4,rain,summer,25-35,casual,warm,formal,Sunglasses,accessories,15,45,0,5,casual,1
23.9,25.4,62,3.9,clear,summer,18-25,sporty,very_cold,informal,Heavy Sweater,upper,-10,10,7,5,casual,0
14.4,12.4,48,0.8,clouds,summer,25-35,business,warm,informal,Cardigan,upper,5,18,5,6,casual,0
24.1,24.9,69,7.8,clear,spring,45+,sporty,very_warm,informal,Jeans,lower,-5,25,4,5,casual,1
6.9,4.2,44,2.7,snow,spring,45+,elegant,normal,semi_formal,Heavy Sweater,upper,-10,10,7,5,casual,1
19.9,20.3,61,5.6,clouds,spring,18-25,elegant,cold,semi_formal,Denim Jacket,outerwear,12,22,3,5,casual,1
4.6,2.8,47,2.6,snow,winter,18-25,elegant,normal,formal,Shorts,lower,20,40,1,3,casual,0
4.0,1.7,64,4.2,clear,spring,35-45,business,cold,informal,Wool Coat,outerwear,-15,5,8,8,business,1
29.5,29.1,74,1.4,clear,spring,18-25,sporty,very_cold,informal,Tank Top,upper,25,45,1,2,casual,1
-12.6,-11.6,50,9.6,clear,winter,18-25,casual,very_warm,informal,Down Jacket,outerwear,-25,5,9,5,casual,1
33.2,28.3,80,11.5,clouds,summer,35-45,business,warm,informal,Tank Top,upper,25,45,1,2,casual,1
38.0,38.5,54,10.9,clear,summer,35-45,sporty,cold,formal,Dress Pants,lower,10,30,3,9,business,0
13.6,11.9,45,12.0,snow,autumn,25-35,sporty,very_warm,informal,Chinos,lower,10,28,3,7,business,0
12.4,10.8,57,8.3,clear,autumn,25-35,elegant,normal,semi_formal,Jeans,lower,-5,25,4,5,casual,1
0.2,-2.8,94,3.2,clouds,autumn,35-45,casual,normal,informal,Waterproof Boots,footwear,0,20,5,5,casual,1
30.9,31.2,64,1.3,clear,summer,45+,casual,very_cold,semi_formal,Gloves,accessories,-30,5,8,5,casual,1
-2.1,-7.7,49,13.5,clear,spring,35-45,sporty,cold,formal,Raincoat,outerwear,5,25,3,4,casual,0
8.0,8.0,61,12.7,clouds,autumn,45+,casual,warm,formal,Winter Jacket,outerwear,-5,10,7,5,casual,1
4.4,1.7,89,8.5,clouds,spring,18-25,sporty,cold,semi_formal,Heavy Parka,outerwear,-30,0,10,4,casual,1
3.7,4.5,92,1.2,clouds,winter,25-35,sporty,normal,informal,T-Shirt,upper,18,35,1,3,casual,0
-14.9,-19.8,67,11.5,snow,winter,18-25,elegant,warm,informal,Chinos,lower,10,28,3,7,business,0
-7.7,-12.2,76,12.0,clouds,winter,35-45,casual,normal,informal,Winter Boots,footwear,-30,5,9,5,casual,1
28.8,24.8,39,9.7,clear,summer,45+,casual,very_cold,semi_formal,Sneakers,footwear,5,35,3,4,casual,1
-3.7,-8.7,83,14.5,clouds,winter,35-45,elegant,very_cold,informal,Chinos,lower,10,28,3,7,business,0
25.2,26.6,33,2.6,clouds,spring,25-35,business,cold,semi_formal,Sandals,footwear,22,45,1,2,casual,0
21.8,20.5,89,3.6,clouds,spring,18-25,business,very_warm,semi_formal,Summer Dress,upper,20,35,1,6,elegant,1
11.3,6.9,67,11.4,clouds,autumn,35-45,sporty,cold,formal,Linen Shirt,upper,22,38,1,7,business,0
12.9,10.0,32,10.9,rain,summer,45+,sporty,very_cold,formal,Blazer,outerwear,15,28,3,9,business,0
11.0,6.6,38,9.8,clear,autumn,25-35,sporty,normal,informal,Denim Jacket,outerwear,12,22,3,5,casual,1
15.7,9.9,82,14.6,clouds,autumn,25-35,casual,very_cold,formal,Jeans,lower,-5,25,4,5,casual,1
8.2,6.2,62,12.4,clouds,spring,18-25,sporty,very_warm,formal,Cardigan,upper,5,18,5,6,casual,0
18.9,17.6,85,13.4,clouds,spring,45+,sporty,warm,formal,Summer Dress,upper,20,35,1,6,elegant,0
19.3,15.0,62,10.5,drizzle,spring,18-25,casual,normal,formal,Swim Shorts,lower,28,45,1,1,sporty,0
-1.0,-1.8,56,8.3,drizzle,spring,18-25,sporty,very_cold,informal,Thermal Underwear,upper,-30,0,9,2,sporty,1
11.7,10.6,33,1.8,rain,autumn,45+,casual,normal,semi_formal,Winter Boots,footwear,-30,5,9,5,casual,0
7.5,6.6,56,3.9,clouds,autumn,18-25,business,very_warm,semi_formal,Scarf,accessories,-30,10,7,6,elegant,1
9.7,10.4,75,10.9,clouds,autumn,18-25,elegant,warm,semi_formal,Oxford Shoes,footwear,5,35,2,10,business,1
32.5,32.6,46,6.2,clear,summer,35-45,business,very_cold,formal,Blazer,outerwear,15,28,3,9,business,1
18.3,15.7,67,3.0,clear,summer,35-45,elegant,normal,informal,Heavy Sweater,upper,-10,10,7,5,casual,0
15.2,14.0,81,6.6,snow,spring,45+,sporty,very_cold,informal,Hoodie,upper,8,20,5,3,sporty,1
17.9,17.2,53,0.4,clouds,spring,18-25,business,very_warm,semi_formal,Shorts,lower,20,40,1,3,casual,0
25.7,21.3,50,14.3,rain,spring,18-25,sporty,very_warm,semi_formal,Raincoat,outerwear,5,25,3,4,casual,0
24.2,25.7,78,0.4,clear,summer,25-35,business,normal,formal,Chinos,lower,10,28,3,7,business,1
4.0,-0.6,30,14.2,clouds,winter,18-25,casual,normal,formal,Winter Jacket,outerwear,-5,10,7,5,casual,1
16.9,16.7,55,3.6,drizzle,autumn,25-35,elegant,cold,semi_formal,Sandals,footwear,22,45,1,2,casual,0
16.3,15.5,59,12.6,clouds,summer,18-25,business,very_warm,semi_formal,Hoodie,upper,8,20,5,3,sporty,0
8.6,5.3,42,1.4,clouds,summer,25-35,sporty,normal,formal,Long Sleeve Shirt,upper,0,20,4,7,business,1
25.8,27.2,44,5.4,clouds,summer,25-35,elegant,cold,semi_formal,Shorts,lower,20,40,1,3,casual,0
-3.8,-3.3,79,10.5,clear,winter,45+,elegant,normal,formal,Scarf,accessories,-30,10,7,6,elegant,1
1.9,-1.1,36,6.0,clear,autumn,18-25,sporty,very_warm,semi_formal,Sneakers,footwear,5,35,3,4,casual,0
-4.4,-3.9,82,8.5,clear,winter,35-45,elegant,very_cold,informal,Linen Shirt,upper,22,38,1,7,business,0
18.3,18.3,44,3.8,clouds,summer,35-45,casual,very_cold,formal,T-Shirt,upper,18,35,1,3,casual,1
18.4,17.7,82,4.0,clouds,autumn,45+,casual,normal,semi_formal,Suit,upper,15,28,3,10,business,1
15.2,13.6,41,3.2,rain,autumn,35-45,sporty,very_warm,formal,Suit,upper,15,28,3,10,business,0
19.6,17.1,54,2.2,clear,spring,18-25,sporty,very_cold,informal,Hoodie,upper,8,20,5,3,sporty,1
-12.7,-14.8,92,14.5,clouds,winter,45+,casual,warm,informal,Wool Coat,outerwear,-15,5,8,8,business,1
1.1,-1.0,30,11.4,clear,spring,18-25,elegant,warm,informal,Gloves,accessories,-30,5,8,5,casual,1
-4.9,-7.8,33,4.5,clouds,autumn,18-25,sporty,very_cold,informal,Blazer,outerwear,15,28,3,9,business,0
